county,todays date,hospitalized covid confirmed patients,hospitalized suspected covid patients,hospitalized covid patients,all hospital beds,icu covid confirmed patients,icu suspected covid patients,icu available beds
Santa Cruz,6/5/2020,2,3,5,397,1,0,9
Trinity,6/5/2020,0,0,0,54,0,0,
Plumas,6/5/2020,0,0,0,45,0,0,
San Francisco,6/5/2020,42,22,64,2658,14,4,98
Mariposa,6/5/2020,0,0,0,30,0,0,
Tehama,6/5/2020,0,0,0,106,0,0,4
Merced,6/5/2020,4,1,5,242,2,0,3
Yolo,6/5/2020,0,0,0,186,0,0,3
Fresno,6/5/2020,67,30,97,2129,16,3,91
Santa Barbara,6/5/2020,29,8,37,717,9,3,82
Solano,6/5/2020,13,20,33,707,5,0,45
San Mateo,6/5/2020,36,18,54,1101,8,2,47
Inyo,6/5/2020,0,0,0,42,0,0,3
Marin,6/5/2020,2,9,11,390,0,0,16
San Mateo,6/6/2020,37,21,58,1101,7,0,53
Amador,6/6/2020,0,0,0,51,0,0,4
Tehama,6/6/2020,0,0,0,106,0,0,2
Placer,6/6/2020,10,24,34,753,4,3,44
Los Angeles,6/6/2020,1399,582,1981,23617,418,88,1233
Lake,6/6/2020,1,1,2,110,0,0,3
Inyo,6/6/2020,0,0,0,42,0,0,4
San Benito,6/6/2020,0,0,0,25,0,0,3
Riverside,6/6/2020,220,89,309,3958,72,19,141
Plumas,6/6/2020,0,0,0,45,0,0,
Santa Clara,6/6/2020,41,32,73,3375,16,7,202
San Bernardino,6/6/2020,195,59,254,4821,69,15,147
Mono,6/6/2020,0,0,0,40,0,0,2
Napa,6/6/2020,1,3,4,397,1,0,0
Fresno,6/6/2020,70,41,111,2137,15,4,88
Orange,6/6/2020,309,67,376,6973,137,11,396
Alameda,6/6/2020,83,72,155,2968,30,11,156
San Diego,6/6/2020,285,76,361,6170,134,12,319
Sonoma,6/6/2020,4,71,75,871,3,8,52
Yuba,6/6/2020,5,0,5,445,2,0,12
Mariposa,6/6/2020,0,0,0,30,0,0,
Glenn,6/6/2020,0,0,0,47,0,0,
Madera,6/6/2020,5,3,8,528,1,0,22
Colusa,6/6/2020,0,0,0,88,0,2,4
Kern,6/6/2020,80,32,112,1756,33,3,89
Lassen,6/6/2020,0,0,0,25,0,0,
Butte,6/6/2020,1,0,1,448,1,0,19
San Luis Obispo,6/6/2020,3,4,7,449,2,1,23
Imperial,6/6/2020,81,2,83,237,19,0,7
Nevada,6/6/2020,0,2,2,130,0,0,4
Sacramento,6/6/2020,33,28,61,2414,15,7,90
Modoc,6/6/2020,0,0,0,41,0,0,
Calaveras,6/6/2020,0,0,0,50,0,0,10
Trinity,6/6/2020,0,0,0,54,0,0,
El Dorado,6/6/2020,1,4,5,199,1,4,8
Monterey,6/6/2020,13,0,13,811,3,0,91
San Francisco,6/6/2020,41,24,65,2658,15,4,98
Santa Cruz,6/6/2020,1,3,4,397,1,0,11
Humboldt,6/6/2020,1,5,6,352,0,0,3
Del Norte,6/6/2020,0,0,0,51,0,0,1
Marin,6/6/2020,3,6,9,390,0,1,18
Solano,6/6/2020,12,16,28,707,4,1,47
Tulare,6/6/2020,34,1,35,920,9,0,17
Merced,6/6/2020,5,0,5,242,2,0,4
Santa Barbara,6/6/2020,30,3,33,717,9,1,69
San Joaquin,6/6/2020,30,34,64,1366,13,3,16
Contra Costa,6/6/2020,18,43,61,1628,5,5,107
Ventura,6/6/2020,33,28,61,1333,9,8,40
Siskiyou,6/6/2020,0,1,1,65,0,0,6
Stanislaus,6/6/2020,26,9,35,1369,8,1,69
Kings,6/6/2020,26,1,27,199,9,1,4
Shasta,6/6/2020,0,0,0,667,0,0,8
Sutter,6/6/2020,0,0,0,14,0,0,
Yolo,6/6/2020,0,0,0,186,0,0,2
Mendocino,6/6/2020,1,0,1,180,1,0,2
Tuolumne,6/6/2020,0,0,0,151,0,0,2
Los Angeles,6/7/2020,1453,558,2011,23659,428,91,1247
Riverside,6/7/2020,217,79,296,3958,63,19,134
Humboldt,6/7/2020,1,4,5,352,0,0,4
San Diego,6/7/2020,286,73,359,5907,131,16,333
Plumas,6/7/2020,0,0,0,45,0,0,
Kern,6/7/2020,83,24,107,1756,34,4,82
San Benito,6/7/2020,0,0,0,25,0,0,2
Nevada,6/7/2020,0,1,1,127,0,0,6
Monterey,6/7/2020,12,1,13,811,3,0,91
Santa Clara,6/7/2020,38,31,69,3375,15,6,216
San Bernardino,6/7/2020,164,57,221,4821,72,11,158
San Joaquin,6/7/2020,39,24,63,1366,15,1,18
Mono,6/7/2020,0,0,0,40,0,0,2
Merced,6/7/2020,5,2,7,242,2,1,4
Siskiyou,6/7/2020,0,0,0,65,0,0,5
Yolo,6/7/2020,0,2,2,186,1,1,2
Placer,6/7/2020,10,24,34,753,3,3,46
San Francisco,6/7/2020,34,14,48,2337,13,1,88
Solano,6/7/2020,13,17,30,707,4,1,46
Lake,6/7/2020,0,0,0,110,0,0,4
Fresno,6/7/2020,69,31,100,2139,16,4,97
Sutter,6/7/2020,0,0,0,14,0,0,
Marin,6/7/2020,1,6,7,390,0,0,16
Tuolumne,6/7/2020,0,0,0,151,0,0,3
Napa,6/7/2020,1,2,3,397,1,0,2
Mariposa,6/7/2020,0,0,0,30,0,0,
Lassen,6/7/2020,0,0,0,25,0,0,
Contra Costa,6/7/2020,23,44,67,1628,7,5,105
Santa Barbara,6/7/2020,20,3,23,717,6,1,66
Tulare,6/7/2020,28,0,28,729,8,0,4
Ventura,6/7/2020,39,32,71,1329,11,6,48
Madera,6/7/2020,5,6,11,528,1,1,21
Alameda,6/7/2020,92,74,166,2968,29,11,152
Sacramento,6/7/2020,33,26,59,2399,14,8,90
Sonoma,6/7/2020,5,66,71,871,3,9,49
Orange,6/7/2020,322,77,399,6973,148,18,398
Stanislaus,6/7/2020,27,10,37,1369,9,0,73
Santa Cruz,6/7/2020,1,3,4,397,1,0,11
Trinity,6/7/2020,0,0,0,54,0,0,
San Mateo,6/7/2020,37,20,57,1101,6,0,55
Shasta,6/7/2020,0,0,0,667,0,0,12
Del Norte,6/7/2020,0,1,1,51,0,1,1
San Luis Obispo,6/7/2020,3,2,5,454,2,0,25
Colusa,6/7/2020,0,0,0,88,0,1,5
Mendocino,6/7/2020,1,0,1,180,1,0,2
Inyo,6/7/2020,0,0,0,42,0,0,4
Yuba,6/7/2020,5,0,5,445,2,0,10
Amador,6/7/2020,0,1,1,51,0,0,0
Tehama,6/7/2020,0,0,0,106,0,0,1
Modoc,6/7/2020,0,0,0,41,0,0,
Imperial,6/7/2020,87,1,88,237,18,0,7
Butte,6/7/2020,1,0,1,448,1,0,21
Kings,6/7/2020,27,1,28,199,9,1,4
Glenn,6/7/2020,0,0,0,47,0,0,
Calaveras,6/7/2020,0,1,1,50,0,0,12
El Dorado,6/7/2020,2,4,6,199,2,1,9
Santa Cruz,6/8/2020,1,1,2,397,0,0,17
Santa Barbara,6/8/2020,22,6,28,717,8,2,66
Riverside,6/8/2020,220,108,328,3987,71,18,128
Solano,6/8/2020,13,15,28,707,3,2,47
Lassen,6/8/2020,0,0,0,25,0,0,
Modoc,6/8/2020,0,0,0,41,0,0,
Tulare,6/8/2020,34,2,36,743,8,0,10
San Diego,6/8/2020,291,80,371,6122,143,23,332
Inyo,6/8/2020,1,0,1,42,0,0,4
Mono,6/8/2020,0,0,0,40,0,0,2
Stanislaus,6/8/2020,26,13,39,1369,10,2,78
San Francisco,6/8/2020,32,11,43,2647,13,2,106
Butte,6/8/2020,4,0,4,448,2,0,19
Yuba,6/8/2020,5,0,5,445,2,0,17
Napa,6/8/2020,1,6,7,397,1,1,3
Nevada,6/8/2020,0,2,2,120,0,1,4
Orange,6/8/2020,327,64,391,6976,149,11,410
Amador,6/8/2020,0,0,0,51,0,0,3
Kings,6/8/2020,24,1,25,199,8,1,2
Shasta,6/8/2020,1,0,1,667,0,0,9
San Bernardino,6/8/2020,197,54,251,4821,74,12,156
Plumas,6/8/2020,0,0,0,45,0,0,
Yolo,6/8/2020,0,1,1,186,0,1,8
Tehama,6/8/2020,0,0,0,106,0,0,5
Lake,6/8/2020,0,0,0,110,0,0,4
Tuolumne,6/8/2020,0,0,0,151,0,0,5
Siskiyou,6/8/2020,0,0,0,65,0,0,6
Sacramento,6/8/2020,37,24,61,2425,13,10,103
Marin,6/8/2020,2,0,2,390,2,0,16
Fresno,6/8/2020,70,37,107,2132,15,2,97
Humboldt,6/8/2020,1,6,7,352,0,0,3
Santa Clara,6/8/2020,44,17,61,3375,19,3,229
San Mateo,6/8/2020,34,5,39,1101,5,0,54
Monterey,6/8/2020,12,0,12,811,3,0,93
Sonoma,6/8/2020,5,74,79,871,3,10,47
Contra Costa,6/8/2020,20,35,55,1628,7,6,116
Madera,6/8/2020,5,4,9,528,1,1,20
Imperial,6/8/2020,85,2,87,237,18,1,6
Colusa,6/8/2020,0,1,1,88,0,1,5
San Luis Obispo,6/8/2020,3,0,3,480,2,0,26
Merced,6/8/2020,5,3,8,242,2,1,5
Trinity,6/8/2020,0,3,3,54,0,0,
Placer,6/8/2020,11,11,22,753,3,2,48
Kern,6/8/2020,87,26,113,1756,29,5,81
Mendocino,6/8/2020,1,0,1,180,1,0,2
Ventura,6/8/2020,42,27,69,1327,12,10,47
San Joaquin,6/8/2020,43,27,70,1366,18,5,18
Alameda,6/8/2020,92,60,152,2968,31,12,144
San Benito,6/8/2020,0,0,0,25,0,0,2
Sutter,6/8/2020,0,0,0,14,0,0,
Los Angeles,6/8/2020,1458,595,2053,23736,426,95,1301
Del Norte,6/8/2020,0,0,0,51,0,0,1
Glenn,6/8/2020,0,0,0,47,0,0,
El Dorado,6/8/2020,1,5,6,235,1,2,11
Calaveras,6/8/2020,0,0,0,50,0,0,10
Mariposa,6/8/2020,0,0,0,30,0,0,
Orange,6/9/2020,315,69,384,6976,146,19,390
Los Angeles,6/9/2020,1416,695,2111,23627,410,97,1258
Humboldt,6/9/2020,1,8,9,352,0,1,4
Kings,6/9/2020,30,0,30,199,8,0,0
Placer,6/9/2020,10,12,22,753,2,2,49
El Dorado,6/9/2020,0,3,3,235,0,0,13
Mariposa,6/9/2020,0,0,0,30,0,0,
Ventura,6/9/2020,42,45,87,1350,10,11,41
Kern,6/9/2020,83,22,105,1742,30,4,75
Plumas,6/9/2020,0,0,0,45,0,0,
Tuolumne,6/9/2020,0,0,0,151,0,0,3
Lake,6/9/2020,0,1,1,110,0,1,1
Fresno,6/9/2020,68,36,104,2132,15,1,92
San Luis Obispo,6/9/2020,3,2,5,453,2,0,24
Solano,6/9/2020,17,25,42,707,5,2,44
Inyo,6/9/2020,1,0,1,42,0,0,4
Calaveras,6/9/2020,0,0,0,50,0,0,9
Siskiyou,6/9/2020,0,1,1,65,0,1,5
Trinity,6/9/2020,0,2,2,54,0,0,
Santa Barbara,6/9/2020,25,7,32,717,7,2,64
San Joaquin,6/9/2020,45,31,76,1366,18,7,17
Sutter,6/9/2020,0,0,0,14,0,0,
Stanislaus,6/9/2020,29,13,42,1369,13,4,78
San Diego,6/9/2020,299,74,373,6182,141,12,330
Mono,6/9/2020,0,0,0,40,0,0,2
Yuba,6/9/2020,4,0,4,445,2,0,14
Madera,6/9/2020,6,5,11,528,1,0,20
San Benito,6/9/2020,0,0,0,25,0,0,2
Contra Costa,6/9/2020,21,40,61,1628,10,4,106
Mendocino,6/9/2020,1,0,1,180,1,0,1
Santa Cruz,6/9/2020,1,3,4,397,0,0,11
Napa,6/9/2020,0,6,6,397,0,0,1
Nevada,6/9/2020,0,3,3,125,0,2,7
Colusa,6/9/2020,0,0,0,88,0,0,6
Tehama,6/9/2020,0,0,0,106,0,0,5
Lassen,6/9/2020,0,0,0,25,0,0,
Riverside,6/9/2020,227,106,333,3987,73,18,134
Monterey,6/9/2020,13,0,13,811,3,0,92
San Francisco,6/9/2020,37,12,49,2647,13,0,100
Butte,6/9/2020,6,0,6,448,2,1,16
San Bernardino,6/9/2020,205,71,276,4821,76,18,136
Santa Clara,6/9/2020,41,18,59,3375,18,3,213
Yolo,6/9/2020,0,1,1,186,1,1,2
Del Norte,6/9/2020,0,0,0,51,0,0,1
San Mateo,6/9/2020,31,13,44,1101,6,3,47
Tulare,6/9/2020,36,8,44,743,6,1,12
Modoc,6/9/2020,0,0,0,41,0,0,
Alameda,6/9/2020,94,52,146,2968,32,9,137
Sonoma,6/9/2020,5,70,75,871,3,4,49
Merced,6/9/2020,4,0,4,242,2,0,4
Glenn,6/9/2020,1,0,1,47,0,0,
Imperial,6/9/2020,83,2,85,212,18,0,2
Marin,6/9/2020,6,4,10,390,3,1,11
Shasta,6/9/2020,1,0,1,667,0,0,9
Sacramento,6/9/2020,33,19,52,2413,13,7,87
Amador,6/9/2020,0,0,0,51,0,0,0
Butte,6/10/2020,7,23,30,448,3,6,17
Kern,6/10/2020,89,23,112,1742,32,10,77
Mono,6/10/2020,0,0,0,40,0,0,2
Shasta,6/10/2020,1,0,1,667,0,5,4
Marin,6/10/2020,8,3,11,390,3,0,10
Imperial,6/10/2020,79,0,79,212,16,0,2
San Benito,6/10/2020,0,0,0,25,0,0,1
San Mateo,6/10/2020,29,11,40,1049,7,2,50
Inyo,6/10/2020,1,0,1,42,0,0,4
San Francisco,6/10/2020,39,11,50,2647,14,0,95
Placer,6/10/2020,11,12,23,753,2,2,45
Ventura,6/10/2020,44,56,100,1347,10,7,56
San Joaquin,6/10/2020,45,38,83,1366,17,4,17
Tehama,6/10/2020,0,0,0,106,0,0,7
Mariposa,6/10/2020,0,0,0,30,0,0,
Alameda,6/10/2020,88,46,134,2968,32,11,147
Santa Cruz,6/10/2020,3,3,6,397,0,0,10
Fresno,6/10/2020,67,35,102,2144,19,4,84
Sacramento,6/10/2020,36,26,62,2471,13,5,97
Santa Clara,6/10/2020,40,22,62,3375,16,5,220
Plumas,6/10/2020,0,0,0,45,0,0,
Orange,6/10/2020,312,72,384,6976,143,10,392
Monterey,6/10/2020,16,0,16,811,3,0,87
San Luis Obispo,6/10/2020,3,2,5,456,2,0,23
Stanislaus,6/10/2020,26,15,41,1369,11,4,83
Colusa,6/10/2020,0,0,0,88,0,0,6
Contra Costa,6/10/2020,20,23,43,1628,10,6,111
Calaveras,6/10/2020,0,0,0,50,0,0,9
Humboldt,6/10/2020,1,14,15,352,0,1,5
Mendocino,6/10/2020,1,0,1,180,1,0,3
Sutter,6/10/2020,0,0,0,14,0,0,
Kings,6/10/2020,30,1,31,199,9,1,2
El Dorado,6/10/2020,0,1,1,235,0,0,9
Yuba,6/10/2020,5,1,6,445,2,0,10
Siskiyou,6/10/2020,0,0,0,65,0,0,4
Riverside,6/10/2020,232,101,333,3987,71,15,127
Del Norte,6/10/2020,0,0,0,51,0,0,1
Lassen,6/10/2020,0,0,0,25,0,0,
Lake,6/10/2020,0,2,2,110,0,0,1
Merced,6/10/2020,3,4,7,242,3,0,5
Yolo,6/10/2020,0,0,0,186,0,0,3
Madera,6/10/2020,6,5,11,528,3,0,14
Nevada,6/10/2020,0,2,2,130,0,2,4
Santa Barbara,6/10/2020,26,5,31,717,6,0,68
Solano,6/10/2020,18,15,33,707,4,1,46
San Diego,6/10/2020,286,76,362,6186,135,16,330
San Bernardino,6/10/2020,171,76,247,4821,75,17,132
Tulare,6/10/2020,38,5,43,780,5,3,10
Sonoma,6/10/2020,5,57,62,871,3,4,47
Modoc,6/10/2020,0,0,0,41,0,0,
Amador,6/10/2020,0,0,0,51,0,0,3
Los Angeles,6/10/2020,1389,564,1953,23634,403,109,1258
Trinity,6/10/2020,0,1,1,54,0,0,
Napa,6/10/2020,1,5,6,397,0,1,0
Glenn,6/10/2020,1,0,1,47,0,0,
Tuolumne,6/10/2020,0,1,1,151,0,1,3
San Francisco,6/11/2020,38,13,51,2647,14,1,86
San Mateo,6/11/2020,26,7,33,1089,7,0,50
Colusa,6/11/2020,0,0,0,88,0,0,6
Riverside,6/11/2020,238,68,306,4018,71,12,131
Humboldt,6/11/2020,1,8,9,352,0,0,2
El Dorado,6/11/2020,0,1,1,235,0,1,10
Nevada,6/11/2020,0,2,2,127,0,2,4
Ventura,6/11/2020,43,47,90,1360,11,10,46
Los Angeles,6/11/2020,1397,576,1973,23666,415,97,1220
Sutter,6/11/2020,0,0,0,14,0,0,
Modoc,6/11/2020,0,0,0,41,0,0,
Lassen,6/11/2020,0,0,0,25,0,0,
Del Norte,6/11/2020,0,1,1,51,0,0,3
Sonoma,6/11/2020,4,23,27,871,3,1,49
Mendocino,6/11/2020,0,0,0,180,0,0,3
San Bernardino,6/11/2020,194,77,271,4821,73,16,133
Alameda,6/11/2020,86,38,124,2968,32,7,145
Trinity,6/11/2020,0,0,0,54,0,0,
Santa Clara,6/11/2020,39,18,57,3375,18,2,215
Imperial,6/11/2020,86,1,87,237,18,0,0
Amador,6/11/2020,0,0,0,51,0,0,2
San Diego,6/11/2020,277,75,352,6187,133,16,325
Napa,6/11/2020,0,3,3,397,0,0,3
Yolo,6/11/2020,0,1,1,186,0,0,2
Placer,6/11/2020,10,8,18,753,2,2,48
Mariposa,6/11/2020,0,0,0,30,0,0,
San Luis Obispo,6/11/2020,2,3,5,481,2,1,24
Kern,6/11/2020,90,19,109,1742,29,2,83
Inyo,6/11/2020,1,0,1,42,0,0,2
Mono,6/11/2020,0,1,1,40,0,0,2
Orange,6/11/2020,325,67,392,6976,156,16,368
Sacramento,6/11/2020,39,23,62,2501,13,5,105
Yuba,6/11/2020,5,1,6,445,2,0,6
Tuolumne,6/11/2020,0,0,0,151,0,0,0
Fresno,6/11/2020,67,32,99,2142,17,1,79
San Joaquin,6/11/2020,42,25,67,1366,15,2,17
Stanislaus,6/11/2020,29,18,47,1369,13,1,82
Santa Cruz,6/11/2020,4,2,6,397,0,0,11
Tulare,6/11/2020,35,6,41,780,7,0,11
San Benito,6/11/2020,0,0,0,25,0,0,1
Solano,6/11/2020,19,12,31,707,6,2,43
Contra Costa,6/11/2020,22,29,51,1628,11,4,112
Glenn,6/11/2020,1,0,1,47,0,0,
Kings,6/11/2020,29,2,31,199,8,0,5
Tehama,6/11/2020,0,0,0,106,0,0,7
Marin,6/11/2020,8,2,10,390,3,0,13
Calaveras,6/11/2020,0,0,0,50,0,0,8
Monterey,6/11/2020,17,0,17,811,5,0,85
Butte,6/11/2020,5,37,42,448,3,7,15
Merced,6/11/2020,4,1,5,242,3,0,3
Plumas,6/11/2020,0,0,0,45,0,0,
Madera,6/11/2020,7,4,11,528,3,1,5
Siskiyou,6/11/2020,0,0,0,65,0,0,4
Shasta,6/11/2020,2,0,2,667,0,0,8
Lake,6/11/2020,0,0,0,110,0,0,2
Santa Barbara,6/11/2020,30,7,37,717,8,0,64
Stanislaus,6/12/2020,34,34,68,1369,13,3,84
Alameda,6/12/2020,84,42,126,2968,35,6,120
San Joaquin,6/12/2020,49,19,68,1366,16,1,16
Madera,6/12/2020,5,4,9,528,2,0,14
El Dorado,6/12/2020,0,3,3,235,0,3,14
Santa Barbara,6/12/2020,30,4,34,717,9,0,58
Amador,6/12/2020,0,0,0,51,0,0,0
Del Norte,6/12/2020,0,0,0,51,0,0,4
Merced,6/12/2020,5,1,6,242,3,0,3
Plumas,6/12/2020,0,0,0,45,0,0,
San Luis Obispo,6/12/2020,2,3,5,471,2,0,24
Tulare,6/12/2020,12,13,25,780,8,0,25
Trinity,6/12/2020,0,0,0,54,0,0,
Solano,6/12/2020,18,9,27,707,6,2,46
Sonoma,6/12/2020,4,38,42,871,3,3,42
Imperial,6/12/2020,81,1,82,237,16,0,2
Lassen,6/12/2020,0,0,0,25,0,0,
Santa Clara,6/12/2020,43,17,60,3375,17,3,223
Mariposa,6/12/2020,0,0,0,30,0,0,
Tuolumne,6/12/2020,0,0,0,151,0,0,2
Yolo,6/12/2020,0,0,0,186,0,0,4
Sutter,6/12/2020,0,0,0,14,0,0,
Calaveras,6/12/2020,0,0,0,50,0,0,10
Butte,6/12/2020,5,0,5,448,3,0,20
Contra Costa,6/12/2020,22,20,42,1628,10,3,111
Kern,6/12/2020,96,15,111,1742,36,1,72
San Francisco,6/12/2020,41,11,52,2647,15,1,91
Humboldt,6/12/2020,1,13,14,352,0,2,0
Shasta,6/12/2020,1,0,1,667,0,0,7
Monterey,6/12/2020,15,0,15,811,2,0,87
Fresno,6/12/2020,69,33,102,2140,19,1,87
Kings,6/12/2020,34,0,34,199,10,0,5
Inyo,6/12/2020,1,0,1,42,0,0,3
Marin,6/12/2020,8,3,11,390,3,1,12
Sacramento,6/12/2020,35,32,67,2474,13,8,91
Los Angeles,6/12/2020,1383,487,1870,23655,414,78,1228
Riverside,6/12/2020,236,83,319,4018,74,14,139
Lake,6/12/2020,0,2,2,110,0,2,0
Tehama,6/12/2020,0,1,1,106,0,1,6
San Bernardino,6/12/2020,205,78,283,4821,77,16,138
Yuba,6/12/2020,6,0,6,445,2,0,9
San Benito,6/12/2020,0,0,0,25,0,0,1
San Diego,6/12/2020,275,41,316,6210,131,13,328
Napa,6/12/2020,0,8,8,397,0,1,1
Mono,6/12/2020,0,0,0,40,0,0,2
Nevada,6/12/2020,0,0,0,136,0,0,6
Modoc,6/12/2020,0,0,0,41,0,0,
Ventura,6/12/2020,46,63,109,1361,12,11,42
Mendocino,6/12/2020,0,0,0,180,0,0,5
Santa Cruz,6/12/2020,4,6,10,397,0,0,15
Glenn,6/12/2020,1,0,1,47,0,0,
Orange,6/12/2020,311,117,428,6976,150,27,384
Colusa,6/12/2020,0,0,0,88,0,0,6
Siskiyou,6/12/2020,0,1,1,65,0,1,5
San Mateo,6/12/2020,22,10,32,1089,7,1,51
Placer,6/12/2020,7,8,15,753,1,1,46
Glenn,6/13/2020,1,0,1,47,0,0,
Placer,6/13/2020,7,6,13,753,2,2,50
Madera,6/13/2020,6,2,8,528,2,0,8
Kern,6/13/2020,79,28,107,1742,33,4,78
Tehama,6/13/2020,0,0,0,106,0,0,6
Sonoma,6/13/2020,5,6,11,871,2,0,47
Mendocino,6/13/2020,0,0,0,180,0,0,5
Napa,6/13/2020,0,5,5,397,0,0,3
Tuolumne,6/13/2020,0,0,0,151,0,0,0
Ventura,6/13/2020,44,50,94,1354,13,8,51
Kings,6/13/2020,33,1,34,199,10,0,6
Solano,6/13/2020,17,5,22,707,6,1,49
San Benito,6/13/2020,0,0,0,25,0,0,0
Santa Clara,6/13/2020,35,14,49,3423,12,3,211
Monterey,6/13/2020,15,3,18,811,2,0,91
Lake,6/13/2020,0,1,1,110,0,1,0
Contra Costa,6/13/2020,23,24,47,1628,8,6,108
Los Angeles,6/13/2020,1285,483,1768,23688,399,84,1262
Santa Cruz,6/13/2020,4,5,9,397,0,0,10
San Francisco,6/13/2020,41,9,50,2647,14,0,94
Plumas,6/13/2020,0,0,0,45,0,0,
Trinity,6/13/2020,0,1,1,54,0,0,
Colusa,6/13/2020,0,0,0,88,0,0,6
San Bernardino,6/13/2020,204,81,285,4821,83,18,129
Modoc,6/13/2020,0,0,0,41,0,0,
Marin,6/13/2020,10,2,12,390,3,0,12
San Luis Obispo,6/13/2020,2,6,8,449,2,1,23
Merced,6/13/2020,3,1,4,242,2,0,5
Stanislaus,6/13/2020,41,21,62,1369,19,1,86
Yolo,6/13/2020,0,0,0,186,1,1,2
Fresno,6/13/2020,64,34,98,2140,21,3,83
Siskiyou,6/13/2020,0,1,1,65,0,1,3
Amador,6/13/2020,0,0,0,51,0,0,3
Del Norte,6/13/2020,0,0,0,51,0,0,2
Sacramento,6/13/2020,28,23,51,2444,11,5,84
Yuba,6/13/2020,6,0,6,445,2,0,14
Butte,6/13/2020,3,0,3,448,3,1,20
Nevada,6/13/2020,0,0,0,128,0,0,4
Riverside,6/13/2020,235,101,336,3992,68,17,137
Lassen,6/13/2020,0,0,0,25,0,0,
El Dorado,6/13/2020,0,3,3,235,0,3,11
Mono,6/13/2020,0,0,0,40,0,0,2
Sutter,6/13/2020,0,0,0,14,0,0,
Inyo,6/13/2020,1,0,1,42,0,0,2
San Mateo,6/13/2020,18,9,27,1089,8,0,55
Alameda,6/13/2020,87,27,114,2968,33,3,150
Humboldt,6/13/2020,1,13,14,352,0,2,0
Imperial,6/13/2020,78,8,86,237,18,0,0
Orange,6/13/2020,336,70,406,6976,150,14,402
San Diego,6/13/2020,284,58,342,6195,118,18,324
Tulare,6/13/2020,9,27,36,780,7,1,6
Santa Barbara,6/13/2020,36,6,42,717,7,3,58
Mariposa,6/13/2020,0,0,0,30,0,0,
Shasta,6/13/2020,1,0,1,667,0,0,6
San Joaquin,6/13/2020,50,21,71,1366,17,3,10
Calaveras,6/13/2020,0,0,0,50,0,0,12
Lassen,6/14/2020,0,0,0,25,0,0,
Yuba,6/14/2020,7,0,7,445,3,0,13
Glenn,6/14/2020,1,0,1,47,0,0,
Tehama,6/14/2020,0,0,0,106,0,0,6
Merced,6/14/2020,3,1,4,242,2,0,5
Tuolumne,6/14/2020,0,0,0,151,0,0,0
Santa Cruz,6/14/2020,3,6,9,397,0,0,12
Modoc,6/14/2020,0,0,0,41,0,0,
Santa Barbara,6/14/2020,37,4,41,717,8,2,59
Alameda,6/14/2020,88,36,124,2968,33,9,149
Solano,6/14/2020,14,7,21,707,6,1,49
Butte,6/14/2020,3,0,3,448,3,0,19
Nevada,6/14/2020,0,1,1,128,0,1,4
Madera,6/14/2020,5,0,5,528,2,0,8
Fresno,6/14/2020,58,35,93,2135,21,3,79
Napa,6/14/2020,2,1,3,397,0,1,2
Del Norte,6/14/2020,0,0,0,51,0,0,0
Los Angeles,6/14/2020,1288,509,1797,23703,397,80,1283
Kern,6/14/2020,81,22,103,1742,32,3,76
Mono,6/14/2020,0,0,0,40,0,0,2
San Diego,6/14/2020,282,84,366,6145,111,21,323
Riverside,6/14/2020,228,92,320,3992,70,19,120
Sutter,6/14/2020,0,0,0,14,0,0,
Colusa,6/14/2020,0,0,0,88,0,0,6
Plumas,6/14/2020,0,0,0,45,0,0,
Monterey,6/14/2020,11,4,15,811,1,0,95
Sacramento,6/14/2020,30,21,51,2441,12,5,90
San Luis Obispo,6/14/2020,2,10,12,449,2,4,20
San Benito,6/14/2020,0,0,0,25,0,0,0
San Mateo,6/14/2020,18,11,29,1089,9,1,51
Yolo,6/14/2020,0,0,0,186,1,1,2
Tulare,6/14/2020,38,2,40,780,6,1,23
Mendocino,6/14/2020,0,0,0,180,0,0,4
Calaveras,6/14/2020,0,0,0,50,0,0,10
San Joaquin,6/14/2020,49,25,74,1366,16,2,10
Placer,6/14/2020,7,6,13,753,2,2,49
Kings,6/14/2020,38,2,40,199,9,0,3
Orange,6/14/2020,321,100,421,6976,143,21,414
Marin,6/14/2020,9,2,11,390,3,0,12
Imperial,6/14/2020,79,11,90,237,20,0,0
El Dorado,6/14/2020,0,4,4,235,0,4,10
Mariposa,6/14/2020,0,0,0,30,0,0,
Stanislaus,6/14/2020,44,12,56,1369,16,1,87
Inyo,6/14/2020,0,0,0,42,0,0,3
Ventura,6/14/2020,42,47,89,1354,12,7,55
San Bernardino,6/14/2020,206,89,295,4821,77,18,140
Contra Costa,6/14/2020,26,16,42,1628,9,3,121
San Francisco,6/14/2020,40,9,49,2647,13,2,96
Humboldt,6/14/2020,0,4,4,352,0,0,3
Sonoma,6/14/2020,5,29,34,871,2,0,52
Santa Clara,6/14/2020,38,16,54,3423,12,3,204
Amador,6/14/2020,0,0,0,51,0,0,1
Lake,6/14/2020,0,1,1,110,0,1,0
Trinity,6/14/2020,0,0,0,54,0,0,
Siskiyou,6/14/2020,0,1,1,65,0,1,3
Shasta,6/14/2020,0,0,0,667,0,0,7
Napa,6/15/2020,5,1,6,397,1,1,5
Del Norte,6/15/2020,0,0,0,51,0,0,0
Tulare,6/15/2020,46,3,49,780,8,1,12
Lake,6/15/2020,0,0,0,110,0,0,0
Butte,6/15/2020,3,2,5,448,3,1,14
